btc,btc_1,btc_2,btc_3,eth,eth_1,eth_2,eth_3,ltc,ltc_1,ltc_2,ltc_3,xrp,xrp_1,xrp_2,xrp_3
6765.5,6714.8,6667.1,6307.2,485.4,486.45,471.52,432.67,85.04,82.385,80.56,76.039,0.4857,0.47886000000000006,0.47383000000000003,0.44422
6714.8,6667.1,6307.2,6389.1,486.45,471.52,432.67,445.99,82.385,80.56,76.039,78.711,0.47886000000000006,0.47383000000000003,0.44422,0.45023
6667.1,6307.2,6389.1,6250.6,471.52,432.67,445.99,430.84,80.56,76.039,78.711,76.919,0.47383000000000003,0.44422,0.45023,0.43767
6307.2,6389.1,6250.6,6230.2,432.67,445.99,430.84,432.85,76.039,78.711,76.919,76.831,0.44422,0.45023,0.43767,0.43727
6389.1,6250.6,6230.2,6254.8,445.99,430.84,432.85,434.09,78.711,76.919,76.831,76.542,0.45023,0.43767,0.43727,0.43849
6250.6,6230.2,6254.8,6362.9,430.84,432.85,434.09,450.81,76.919,76.831,76.542,79.082,0.43767,0.43727,0.43849,0.44708000000000003
6230.2,6254.8,6362.9,6729.9,432.85,434.09,450.81,479.79,76.831,76.542,79.082,84.32600000000001,0.43727,0.43849,0.44708000000000003,0.4819
6254.8,6362.9,6729.9,7322.0,434.09,450.81,479.79,499.87,76.542,79.082,84.32600000000001,89.46799999999999,0.43849,0.44708000000000003,0.4819,0.5069600000000001
6362.9,6729.9,7322.0,7383.6,450.81,479.79,499.87,480.0,79.082,84.32600000000001,89.46799999999999,86.74,0.44708000000000003,0.4819,0.5069600000000001,0.48826
6729.9,7322.0,7383.6,7477.5,479.79,499.87,480.0,469.47,84.32600000000001,89.46799999999999,86.74,86.535,0.4819,0.5069600000000001,0.48826,0.47694
7322.0,7383.6,7477.5,7339.4,499.87,480.0,469.47,449.38,89.46799999999999,86.74,86.535,82.499,0.5069600000000001,0.48826,0.47694,0.44461999999999996
7383.6,7477.5,7339.4,7408.7,480.0,469.47,449.38,461.52,86.74,86.535,82.499,84.196,0.48826,0.47694,0.44461999999999996,0.45501
7477.5,7339.4,7408.7,7412.3,469.47,449.38,461.52,459.02,86.535,82.499,84.196,82.89399999999999,0.47694,0.44461999999999996,0.45501,0.44938
7339.4,7408.7,7412.3,7723.0,449.38,461.52,459.02,450.56,82.499,84.196,82.89399999999999,81.794,0.44461999999999996,0.45501,0.44938,0.44519
7408.7,7412.3,7723.0,8407.0,461.52,459.02,450.56,479.88,84.196,82.89399999999999,81.794,89.521,0.45501,0.44938,0.44519,0.45813000000000004
7412.3,7723.0,8407.0,8173.7,459.02,450.56,479.88,472.03,82.89399999999999,81.794,89.521,86.775,0.44938,0.44519,0.45813000000000004,0.45943
7723.0,8407.0,8173.7,7937.0,450.56,479.88,472.03,462.75,81.794,89.521,86.775,83.551,0.44519,0.45813000000000004,0.45943,0.44956
8407.0,8173.7,7937.0,8187.4,479.88,472.03,462.75,470.23,89.521,86.775,83.551,84.706,0.45813000000000004,0.45943,0.44956,0.45516
8173.7,7937.0,8187.4,8234.1,472.03,462.75,470.23,468.78,86.775,83.551,84.706,84.329,0.45943,0.44956,0.45516,0.45675
7937.0,8187.4,8234.1,8215.6,462.75,470.23,468.78,466.41,83.551,84.706,84.329,83.97200000000001,0.44956,0.45516,0.45675,0.45303000000000004
8187.4,8234.1,8215.6,8177.1,470.23,468.78,466.41,456.64,84.706,84.329,83.97200000000001,82.315,0.45516,0.45675,0.45303000000000004,0.44603000000000004
8234.1,8215.6,8177.1,7729.4,468.78,466.41,456.64,431.5,84.329,83.97200000000001,82.315,78.961,0.45675,0.45303000000000004,0.44603000000000004,0.43498000000000003
8215.6,8177.1,7729.4,7606.4,466.41,456.64,431.5,420.3,83.97200000000001,82.315,78.961,77.736,0.45303000000000004,0.44603000000000004,0.43498000000000003,0.44666999999999996
8177.1,7729.4,7606.4,7535.6,456.64,431.5,420.3,411.0,82.315,78.961,77.736,76.251,0.44603000000000004,0.43498000000000003,0.44666999999999996,0.43025
7729.4,7606.4,7535.6,7419.0,431.5,420.3,411.0,417.58,78.961,77.736,76.251,77.692,0.43498000000000003,0.44666999999999996,0.43025,0.44065
7606.4,7535.6,7419.0,7014.3,420.3,411.0,417.58,407.09,77.736,76.251,77.692,72.971,0.44666999999999996,0.43025,0.44065,0.42968999999999996
7535.6,7419.0,7014.3,7027.1,411.0,417.58,407.09,408.85,76.251,77.692,72.971,74.58800000000001,0.43025,0.44065,0.42968999999999996,0.43458
7419.0,7014.3,7027.1,6943.6,417.58,407.09,408.85,405.4,77.692,72.971,74.58800000000001,73.775,0.44065,0.42968999999999996,0.43458,0.41286999999999996
7014.3,7027.1,6943.6,6724.9,407.09,408.85,405.4,378.25,72.971,74.58800000000001,73.775,67.411,0.42968999999999996,0.43458,0.41286999999999996,0.37837
7027.1,6943.6,6724.9,6283.6,408.85,405.4,378.25,355.44,74.58800000000001,73.775,67.411,62.203,0.43458,0.41286999999999996,0.37837,0.33179000000000003
6943.6,6724.9,6283.6,6538.8,405.4,378.25,355.44,363.34,73.775,67.411,62.203,63.168,0.41286999999999996,0.37837,0.33179000000000003,0.34388
6724.9,6283.6,6538.8,6152.3,378.25,355.44,363.34,331.81,67.411,62.203,63.168,59.281000000000006,0.37837,0.33179000000000003,0.34388,0.31886
6283.6,6538.8,6152.3,6231.6,355.44,363.34,331.81,317.59,62.203,63.168,59.281000000000006,57.753,0.33179000000000003,0.34388,0.31886,0.29757
6538.8,6152.3,6231.6,6313.0,363.34,331.81,317.59,318.18,63.168,59.281000000000006,57.753,59.364,0.34388,0.31886,0.29757,0.29555
6152.3,6231.6,6313.0,6255.3,331.81,317.59,318.18,284.01,59.281000000000006,57.753,59.364,56.53,0.31886,0.29757,0.29555,0.27446
6231.6,6313.0,6255.3,6190.2,317.59,318.18,284.01,278.19,57.753,59.364,56.53,54.338,0.29757,0.29555,0.27446,0.27289
6313.0,6255.3,6190.2,6256.9,318.18,284.01,278.19,281.12,59.364,56.53,54.338,54.361000000000004,0.29555,0.27446,0.27289,0.28026
6255.3,6190.2,6256.9,6306.7,284.01,278.19,281.12,286.76,56.53,54.338,54.361000000000004,55.306999999999995,0.27446,0.27289,0.28026,0.29157
6190.2,6256.9,6306.7,6581.7,278.19,281.12,286.76,316.9,54.338,54.361000000000004,55.306999999999995,61.567,0.27289,0.28026,0.29157,0.36739
6256.9,6306.7,6581.7,6379.1,281.12,286.76,316.9,293.89,54.361000000000004,55.306999999999995,61.567,57.181999999999995,0.28026,0.29157,0.36739,0.32838
6306.7,6581.7,6379.1,6481.5,286.76,316.9,293.89,299.33,55.306999999999995,61.567,57.181999999999995,57.83,0.29157,0.36739,0.32838,0.3423
6581.7,6379.1,6481.5,6268.1,316.9,293.89,299.33,271.08,61.567,57.181999999999995,57.83,53.516000000000005,0.36739,0.32838,0.3423,0.31467
6379.1,6481.5,6268.1,6482.2,293.89,299.33,271.08,280.9,57.181999999999995,57.83,53.516000000000005,56.479,0.32838,0.3423,0.31467,0.33384
6481.5,6268.1,6482.2,6359.6,299.33,271.08,280.9,269.84,57.83,53.516000000000005,56.479,55.111000000000004,0.3423,0.31467,0.33384,0.31786
6268.1,6482.2,6359.6,6521.2,271.08,280.9,269.84,276.12,53.516000000000005,56.479,55.111000000000004,57.207,0.31467,0.33384,0.31786,0.32608000000000004
6482.2,6359.6,6521.2,6680.4,280.9,269.84,276.12,281.29,56.479,55.111000000000004,57.207,57.86,0.33384,0.31786,0.32608000000000004,0.32673
6359.6,6521.2,6680.4,6734.8,269.84,276.12,281.29,277.61,55.111000000000004,57.207,57.86,57.888000000000005,0.31786,0.32608000000000004,0.32673,0.32725
6521.2,6680.4,6734.8,6712.7,276.12,281.29,277.61,274.46,57.207,57.86,57.888000000000005,57.021,0.32608000000000004,0.32673,0.32725,0.32298000000000004
6680.4,6734.8,6712.7,6897.6,281.29,277.61,274.46,286.57,57.86,57.888000000000005,57.021,60.58,0.32673,0.32725,0.32298000000000004,0.33876999999999996
6734.8,6712.7,6897.6,7074.6,277.61,274.46,286.57,295.62,57.888000000000005,57.021,60.58,63.23,0.32725,0.32298000000000004,0.33876999999999996,0.35111
6712.7,6897.6,7074.6,7029.1,274.46,286.57,295.62,288.42,57.021,60.58,63.23,61.51,0.32298000000000004,0.33876999999999996,0.35111,0.3448
6897.6,7074.6,7029.1,6993.7,286.57,295.62,288.42,283.97,60.58,63.23,61.51,60.151,0.33876999999999996,0.35111,0.3448,0.33487
7074.6,7029.1,6993.7,7033.8,295.62,288.42,283.97,281.94,63.23,61.51,60.151,62.033,0.35111,0.3448,0.33487,0.33503
7029.1,6993.7,7033.8,7189.6,288.42,283.97,281.94,295.31,61.51,60.151,62.033,66.51100000000001,0.3448,0.33487,0.33503,0.34691
6993.7,7033.8,7189.6,7293.9,283.97,281.94,295.31,295.05,60.151,62.033,66.51100000000001,66.188,0.33487,0.33503,0.34691,0.34199
7033.8,7189.6,7293.9,7264.2,281.94,295.31,295.05,288.92,62.033,66.51100000000001,66.188,65.435,0.33503,0.34691,0.34199,0.33463000000000004
7189.6,7293.9,7264.2,7377.5,295.31,295.05,288.92,285.17,66.51100000000001,66.188,65.435,67.59100000000001,0.34691,0.34199,0.33463000000000004,0.33078
7293.9,7264.2,7377.5,6706.8,295.05,288.92,285.17,228.77,66.188,65.435,67.59100000000001,57.997,0.34199,0.33463000000000004,0.33078,0.27904
7264.2,7377.5,6706.8,6514.0,288.92,285.17,228.77,229.6,65.435,67.59100000000001,57.997,57.523,0.33463000000000004,0.33078,0.27904,0.30169
7377.5,6706.8,6514.0,6390.9,285.17,228.77,229.6,215.6,67.59100000000001,57.997,57.523,55.718999999999994,0.33078,0.27904,0.30169,0.28704
6706.8,6514.0,6390.9,6184.3,228.77,229.6,215.6,196.79,57.997,57.523,55.718999999999994,53.082,0.27904,0.30169,0.28704,0.27673000000000003
6514.0,6390.9,6184.3,6238.5,229.6,215.6,196.79,195.8,57.523,55.718999999999994,53.082,54.688,0.30169,0.28704,0.27673000000000003,0.27608
6390.9,6184.3,6238.5,6321.0,215.6,196.79,195.8,197.04,55.718999999999994,53.082,54.688,54.379,0.28704,0.27673000000000003,0.27608,0.26944
6184.3,6238.5,6321.0,6293.9,196.79,195.8,197.04,185.07,53.082,54.688,54.379,52.052,0.27673000000000003,0.27608,0.26944,0.26298
6238.5,6321.0,6293.9,6338.0,195.8,197.04,185.07,182.98,54.688,54.379,52.052,51.70399999999999,0.27608,0.26944,0.26298,0.26986
6321.0,6293.9,6338.0,6482.9,197.04,185.07,182.98,211.0,54.379,52.052,51.70399999999999,54.506,0.26944,0.26298,0.26986,0.27914
6293.9,6338.0,6482.9,6483.7,185.07,182.98,211.0,209.98,52.052,51.70399999999999,54.506,56.27,0.26298,0.26986,0.27914,0.27616
6338.0,6482.9,6483.7,6519.0,182.98,211.0,209.98,221.94,51.70399999999999,54.506,56.27,56.428999999999995,0.26986,0.27914,0.27616,0.28041
6482.9,6483.7,6519.0,6500.2,211.0,209.98,221.94,220.2,54.506,56.27,56.428999999999995,56.756,0.27914,0.27616,0.28041,0.28113
6483.7,6519.0,6500.2,6251.9,209.98,221.94,220.2,196.24,56.27,56.428999999999995,56.756,52.115,0.27616,0.28041,0.28113,0.27058000000000004
6519.0,6500.2,6251.9,6342.0,221.94,220.2,196.24,209.03,56.428999999999995,56.756,52.115,54.085,0.28041,0.28113,0.27058000000000004,0.31965
6500.2,6251.9,6342.0,6390.4,220.2,196.24,209.03,209.74,56.756,52.115,54.085,54.321000000000005,0.28113,0.27058000000000004,0.31965,0.3265
6251.9,6342.0,6390.4,6489.2,196.24,209.03,209.74,224.42,52.115,54.085,54.321000000000005,56.553999999999995,0.27058000000000004,0.31965,0.3265,0.4501
6342.0,6390.4,6489.2,6766.7,209.03,209.74,224.42,247.92,54.085,54.321000000000005,56.553999999999995,60.934,0.31965,0.3265,0.4501,0.5635100000000001
6390.4,6489.2,6766.7,6729.6,209.74,224.42,247.92,240.82,54.321000000000005,56.553999999999995,60.934,60.628,0.3265,0.4501,0.5635100000000001,0.57338
6489.2,6766.7,6729.6,6704.1,224.42,247.92,240.82,244.67,56.553999999999995,60.934,60.628,61.409,0.4501,0.5635100000000001,0.57338,0.5717899999999999
6766.7,6729.6,6704.1,6584.1,247.92,240.82,244.67,228.01,60.934,60.628,61.409,57.982,0.5635100000000001,0.57338,0.5717899999999999,0.49233999999999994
6729.6,6704.1,6584.1,6445.1,240.82,244.67,228.01,219.04,60.628,61.409,57.982,57.559,0.57338,0.5717899999999999,0.49233999999999994,0.5257
6704.1,6584.1,6445.1,6468.1,244.67,228.01,219.04,214.35,61.409,57.982,57.559,57.25899999999999,0.5717899999999999,0.49233999999999994,0.5257,0.51257
6584.1,6445.1,6468.1,6689.2,228.01,219.04,214.35,229.15,57.982,57.559,57.25899999999999,63.266999999999996,0.49233999999999994,0.5257,0.51257,0.54315
6445.1,6468.1,6689.2,6636.0,219.04,214.35,229.15,221.77,57.559,57.25899999999999,63.266999999999996,61.946999999999996,0.5257,0.51257,0.54315,0.53969
6468.1,6689.2,6636.0,6603.9,214.35,229.15,221.77,231.87,57.25899999999999,63.266999999999996,61.946999999999996,61.703,0.51257,0.54315,0.53969,0.5698300000000001
6689.2,6636.0,6603.9,6635.2,229.15,221.77,231.87,232.8,63.266999999999996,61.946999999999996,61.703,61.224,0.54315,0.53969,0.5698300000000001,0.5827399999999999
6636.0,6603.9,6635.2,6608.2,221.77,231.87,232.8,231.77,61.946999999999996,61.703,61.224,60.401,0.53969,0.5698300000000001,0.5827399999999999,0.5773699999999999
6603.9,6635.2,6608.2,6549.9,231.87,232.8,231.77,225.84,61.703,61.224,60.401,59.606,0.5698300000000001,0.5827399999999999,0.5773699999999999,0.51702
6635.2,6608.2,6549.9,6507.8,232.8,231.77,225.84,220.51,61.224,60.401,59.606,57.541000000000004,0.5827399999999999,0.5773699999999999,0.51702,0.52855
6608.2,6549.9,6507.8,6584.2,231.77,225.84,220.51,222.57,60.401,59.606,57.541000000000004,58.411,0.5773699999999999,0.51702,0.52855,0.52871
6549.9,6507.8,6584.2,6639.1,225.84,220.51,222.57,228.34,59.606,57.541000000000004,58.411,59.001000000000005,0.51702,0.52855,0.52871,0.52085
6507.8,6584.2,6639.1,6596.3,220.51,222.57,228.34,225.18,57.541000000000004,58.411,59.001000000000005,57.951,0.52855,0.52871,0.52085,0.48883000000000004
6584.2,6639.1,6596.3,6611.0,222.57,228.34,225.18,226.11,58.411,59.001000000000005,57.951,58.273,0.52871,0.52085,0.48883000000000004,0.48246999999999995
6639.1,6596.3,6611.0,6669.6,228.34,225.18,226.11,229.84,59.001000000000005,57.951,58.273,59.655,0.52085,0.48883000000000004,0.48246999999999995,0.49233000000000005
6596.3,6611.0,6669.6,6650.8,225.18,226.11,229.84,228.25,57.951,58.273,59.655,58.968,0.48883000000000004,0.48246999999999995,0.49233000000000005,0.48157
6611.0,6669.6,6650.8,6618.0,226.11,229.84,228.25,226.3,58.273,59.655,58.968,58.373999999999995,0.48246999999999995,0.49233000000000005,0.48157,0.46573000000000003
6669.6,6650.8,6618.0,6239.1,229.84,228.25,226.3,190.89,59.655,58.968,58.373999999999995,51.248000000000005,0.49233000000000005,0.48157,0.46573000000000003,0.38209
6650.8,6618.0,6239.1,6291.3,228.25,226.3,190.89,196.7,58.968,58.373999999999995,51.248000000000005,53.806000000000004,0.48157,0.46573000000000003,0.38209,0.42055
6618.0,6239.1,6291.3,6321.7,226.3,190.89,196.7,201.22,58.373999999999995,51.248000000000005,53.806000000000004,54.059,0.46573000000000003,0.38209,0.42055,0.42235
6239.1,6291.3,6321.7,6326.8,190.89,196.7,201.22,197.08,51.248000000000005,53.806000000000004,54.059,52.545,0.38209,0.42055,0.42235,0.40834000000000004
6291.3,6321.7,6326.8,6699.8,196.7,201.22,197.08,214.26,53.806000000000004,54.059,52.545,55.951,0.42055,0.42235,0.40834000000000004,0.45981000000000005
6321.7,6326.8,6699.8,6705.3,201.22,197.08,214.26,215.06,54.059,52.545,55.951,55.408,0.42235,0.40834000000000004,0.45981000000000005,0.48335
6326.8,6699.8,6705.3,6686.6,197.08,214.26,215.06,213.46,52.545,55.951,55.408,55.483999999999995,0.40834000000000004,0.45981000000000005,0.48335,0.48294
6699.8,6705.3,6686.6,6574.1,214.26,215.06,213.46,206.58,55.951,55.408,55.483999999999995,53.426,0.45981000000000005,0.48335,0.48294,0.4668
6705.3,6686.6,6574.1,6512.0,215.06,213.46,206.58,204.97,55.408,55.483999999999995,53.426,53.638000000000005,0.48335,0.48294,0.4668,0.45998999999999995
6686.6,6574.1,6512.0,6572.2,213.46,206.58,204.97,208.04,55.483999999999995,53.426,53.638000000000005,54.231,0.48294,0.4668,0.45998999999999995,0.46712
6574.1,6512.0,6572.2,6583.0,206.58,204.97,208.04,207.37,53.426,53.638000000000005,54.231,53.721000000000004,0.4668,0.45998999999999995,0.46712,0.46423000000000003
6512.0,6572.2,6583.0,6555.8,204.97,208.04,207.37,206.77,53.638000000000005,54.231,53.721000000000004,53.105,0.45998999999999995,0.46712,0.46423000000000003,0.46061
6572.2,6583.0,6555.8,6528.7,208.04,207.37,206.77,205.68,54.231,53.721000000000004,53.105,53.32,0.46712,0.46423000000000003,0.46061,0.46868999999999994
6583.0,6555.8,6528.7,6530.7,207.37,206.77,205.68,205.12,53.721000000000004,53.105,53.32,53.088,0.46423000000000003,0.46061,0.46868999999999994,0.46313999999999994
6555.8,6528.7,6530.7,6507.0,206.77,205.68,205.12,204.11,53.105,53.32,53.088,53.003,0.46061,0.46868999999999994,0.46313999999999994,0.46275
6528.7,6530.7,6507.0,6510.0,205.68,205.12,204.11,204.58,53.32,53.088,53.003,52.607,0.46868999999999994,0.46313999999999994,0.46275,0.46505
6530.7,6507.0,6510.0,6494.2,205.12,204.11,204.58,204.36,53.088,53.003,52.607,52.364,0.46313999999999994,0.46275,0.46505,0.45973
6507.0,6510.0,6494.2,6486.1,204.11,204.58,204.36,204.99,53.003,52.607,52.364,51.983999999999995,0.46275,0.46505,0.45973,0.4639
6510.0,6494.2,6486.1,6335.0,204.58,204.36,204.99,197.05,52.607,52.364,51.983999999999995,49.31399999999999,0.46505,0.45973,0.4639,0.44421000000000005
6494.2,6486.1,6335.0,6325.7,204.36,204.99,197.05,197.39,52.364,51.983999999999995,49.31399999999999,49.31399999999999,0.45973,0.4639,0.44421000000000005,0.44726000000000005
6486.1,6335.0,6325.7,6365.9,204.99,197.05,197.39,198.59,51.983999999999995,49.31399999999999,49.31399999999999,49.943000000000005,0.4639,0.44421000000000005,0.44726000000000005,0.45361
6335.0,6325.7,6365.9,6400.5,197.05,197.39,198.59,198.17,49.31399999999999,49.31399999999999,49.943000000000005,50.596000000000004,0.44421000000000005,0.44726000000000005,0.45361,0.46029
6325.7,6365.9,6400.5,6424.7,197.39,198.59,198.17,202.66,49.31399999999999,49.943000000000005,50.596000000000004,51.716,0.44726000000000005,0.45361,0.46029,0.46121999999999996
6365.9,6400.5,6424.7,6386.2,198.59,198.17,202.66,200.23,49.943000000000005,50.596000000000004,51.716,51.117,0.45361,0.46029,0.46121999999999996,0.45683999999999997
6400.5,6424.7,6386.2,6478.2,198.17,202.66,200.23,211.86,50.596000000000004,51.716,51.117,54.573,0.46029,0.46121999999999996,0.45683999999999997,0.46953999999999996
6424.7,6386.2,6478.2,6459.7,202.66,200.23,211.86,210.67,51.716,51.117,54.573,53.57,0.46121999999999996,0.45683999999999997,0.46953999999999996,0.50116
6386.2,6478.2,6459.7,6502.8,200.23,211.86,210.67,220.22,51.117,54.573,53.57,56.401,0.45683999999999997,0.46953999999999996,0.50116,0.55373
6478.2,6459.7,6502.8,6565.3,211.86,210.67,220.22,218.8,54.573,53.57,56.401,54.441,0.46953999999999996,0.50116,0.55373,0.5398
6459.7,6502.8,6565.3,6474.0,210.67,220.22,218.8,212.87,53.57,56.401,54.441,52.655,0.50116,0.55373,0.5398,0.49621000000000004
6502.8,6565.3,6474.0,6412.0,220.22,218.8,212.87,211.39,56.401,54.441,52.655,52.095,0.55373,0.5398,0.49621000000000004,0.50383
6565.3,6474.0,6412.0,6427.1,218.8,212.87,211.39,213.21,54.441,52.655,52.095,52.477,0.5398,0.49621000000000004,0.50383,0.50845
6474.0,6412.0,6427.1,6446.1,212.87,211.39,213.21,213.18,52.655,52.095,52.477,50.541000000000004,0.49621000000000004,0.50383,0.50845,0.50948
6412.0,6427.1,6446.1,6435.0,211.39,213.21,213.18,212.79,52.095,52.477,50.541000000000004,50.763000000000005,0.50383,0.50845,0.50948,0.52287
6427.1,6446.1,6435.0,6429.2,213.21,213.18,212.79,210.44,52.477,50.541000000000004,50.763000000000005,50.37,0.50845,0.50948,0.52287,0.5162899999999999
6446.1,6435.0,6429.2,5842.4,213.18,212.79,210.44,187.46,50.541000000000004,50.763000000000005,50.37,44.61,0.50948,0.52287,0.5162899999999999,0.47997
6435.0,6429.2,5842.4,5718.9,212.79,210.44,187.46,184.1,50.763000000000005,50.37,44.61,44.611999999999995,0.52287,0.5162899999999999,0.47997,0.48732
6429.2,5842.4,5718.9,5636.2,210.44,187.46,184.1,177.01,50.37,44.61,44.611999999999995,42.792,0.5162899999999999,0.47997,0.48732,0.4766
5842.4,5718.9,5636.2,5621.8,187.46,184.1,177.01,176.53,44.61,44.611999999999995,42.792,42.383,0.47997,0.48732,0.4766,0.4976
5718.9,5636.2,5621.8,5658.3,184.1,177.01,176.53,178.65,44.611999999999995,42.792,42.383,43.15,0.48732,0.4766,0.4976,0.51555
5636.2,5621.8,5658.3,4883.8,177.01,176.53,178.65,150.12,42.792,42.383,43.15,36.978,0.4766,0.4976,0.51555,0.48163999999999996
5621.8,5658.3,4883.8,4524.6,176.53,178.65,150.12,132.92,42.383,43.15,36.978,33.731,0.4976,0.51555,0.48163999999999996,0.44273
5658.3,4883.8,4524.6,4638.7,178.65,150.12,132.92,137.72,43.15,36.978,33.731,35.052,0.51555,0.48163999999999996,0.44273,0.45202
4883.8,4524.6,4638.7,4356.0,150.12,132.92,137.72,126.12,36.978,33.731,35.052,32.164,0.48163999999999996,0.44273,0.45202,0.42627
4524.6,4638.7,4356.0,4398.0,132.92,137.72,126.12,124.64,33.731,35.052,32.164,32.71,0.44273,0.45202,0.42627,0.41331
4638.7,4356.0,4398.0,3920.4,137.72,126.12,124.64,114.43,35.052,32.164,32.71,29.675,0.45202,0.42627,0.41331,0.37942
4356.0,4398.0,3920.4,4062.2,126.12,124.64,114.43,118.04,32.164,32.71,29.675,31.447,0.42627,0.41331,0.37942,0.38172
4398.0,3920.4,4062.2,3837.0,124.64,114.43,118.04,110.08,32.71,29.675,31.447,30.078000000000003,0.41331,0.37942,0.38172,0.3621
3920.4,4062.2,3837.0,3866.5,114.43,118.04,110.08,111.18,29.675,31.447,30.078000000000003,31.558000000000003,0.37942,0.38172,0.3621,0.36506
4062.2,3837.0,3866.5,4265.4,118.04,110.08,111.18,122.74,31.447,30.078000000000003,31.558000000000003,34.708,0.38172,0.3621,0.36506,0.39252
3837.0,3866.5,4265.4,4296.5,110.08,111.18,122.74,117.85,30.078000000000003,31.558000000000003,34.708,33.867,0.3621,0.36506,0.39252,0.38143
3866.5,4265.4,4296.5,4039.7,111.18,122.74,117.85,113.77,31.558000000000003,34.708,33.867,32.228,0.36506,0.39252,0.38143,0.36448
4265.4,4296.5,4039.7,4196.2,122.74,117.85,113.77,118.23,34.708,33.867,32.228,34.211999999999996,0.39252,0.38143,0.36448,0.37328
4296.5,4039.7,4196.2,4160.4,117.85,113.77,118.23,116.41,33.867,32.228,34.211999999999996,33.772,0.38143,0.36448,0.37328,0.36917
4039.7,4196.2,4160.4,3897.8,113.77,118.23,116.41,108.66,32.228,34.211999999999996,33.772,31.002,0.36448,0.37328,0.36917,0.34811
4196.2,4160.4,3897.8,3958.5,118.23,116.41,108.66,110.09,34.211999999999996,33.772,31.002,31.129,0.37328,0.36917,0.34811,0.35312
4160.4,3897.8,3958.5,3771.6,116.41,108.66,110.09,102.33,33.772,31.002,31.129,29.261,0.36917,0.34811,0.35312,0.33849
3897.8,3958.5,3771.6,3508.6,108.66,110.09,102.33,90.86,31.002,31.129,29.261,26.735,0.34811,0.35312,0.33849,0.30879
3958.5,3771.6,3508.6,3422.2,110.09,102.33,90.86,93.27,31.129,29.261,26.735,24.998,0.35312,0.33849,0.30879,0.30165
3771.6,3508.6,3422.2,3430.4,102.33,90.86,93.27,90.57,29.261,26.735,24.998,24.386999999999997,0.33849,0.30879,0.30165,0.30414
3508.6,3422.2,3430.4,3567.5,90.86,93.27,90.57,93.62,26.735,24.998,24.386999999999997,25.47,0.30879,0.30165,0.30414,0.31096999999999997
3422.2,3430.4,3567.5,3460.5,93.27,90.57,93.62,90.17,24.998,24.386999999999997,25.47,24.234,0.30165,0.30414,0.31096999999999997,0.30114
3430.4,3567.5,3460.5,3407.7,90.57,93.62,90.17,88.32,24.386999999999997,25.47,24.234,23.598000000000003,0.30414,0.31096999999999997,0.30114,0.30186
3567.5,3460.5,3407.7,3466.1,93.62,90.17,88.32,89.62,25.47,24.234,23.598000000000003,24.246,0.31096999999999997,0.30114,0.30186,0.30662
3460.5,3407.7,3466.1,3315.3,90.17,88.32,89.62,86.31,24.234,23.598000000000003,24.246,23.124000000000002,0.30114,0.30186,0.30662,0.30033000000000004
3407.7,3466.1,3315.3,3247.8,88.32,89.62,86.31,83.81,23.598000000000003,24.246,23.124000000000002,23.46,0.30186,0.30662,0.30033000000000004,0.28926999999999997
3466.1,3315.3,3247.8,3228.7,89.62,86.31,83.81,83.9,24.246,23.124000000000002,23.46,23.651,0.30662,0.30033000000000004,0.28926999999999997,0.28549
3315.3,3247.8,3228.7,3247.9,86.31,83.81,83.9,84.72,23.124000000000002,23.46,23.651,25.539,0.30033000000000004,0.28926999999999997,0.28549,0.28814
3247.8,3228.7,3247.9,3526.1,83.81,83.9,84.72,94.37,23.46,23.651,25.539,29.015,0.28926999999999997,0.28549,0.28814,0.32915
3228.7,3247.9,3526.1,3668.0,83.9,84.72,94.37,100.66,23.651,25.539,29.015,30.066999999999997,0.28549,0.28814,0.32915,0.35154
3247.9,3526.1,3668.0,3687.1,84.72,94.37,100.66,99.37,25.539,29.015,30.066999999999997,29.023000000000003,0.28814,0.32915,0.35154,0.34774
3526.1,3668.0,3687.1,4076.0,94.37,100.66,99.37,114.61,29.015,30.066999999999997,29.023000000000003,32.384,0.32915,0.35154,0.34774,0.37551999999999996
3668.0,3687.1,4076.0,3850.9,100.66,99.37,114.61,108.18,30.066999999999997,29.023000000000003,32.384,30.379,0.35154,0.34774,0.37551999999999996,0.35655
3687.1,4076.0,3850.9,3964.4,99.37,114.61,108.18,115.84,29.023000000000003,32.384,30.379,31.534000000000002,0.34774,0.37551999999999996,0.35655,0.36033000000000004
4076.0,3850.9,3964.4,3944.4,114.61,108.18,115.84,129.6,32.384,30.379,31.534000000000002,33.124,0.37551999999999996,0.35655,0.36033000000000004,0.36988000000000004
3850.9,3964.4,3944.4,4026.1,108.18,115.84,129.6,139.23,30.379,31.534000000000002,33.124,32.893,0.35655,0.36033000000000004,0.36988000000000004,0.40356
3964.4,3944.4,4026.1,3762.5,115.84,129.6,139.23,128.39,31.534000000000002,33.124,32.893,30.625,0.36033000000000004,0.36988000000000004,0.40356,0.37866
3944.4,4026.1,3762.5,3793.7,129.6,139.23,128.39,130.06,33.124,32.893,30.625,30.438000000000002,0.36988000000000004,0.40356,0.37866,0.37548000000000004
4026.1,3762.5,3793.7,3586.9,139.23,128.39,130.06,114.56,32.893,30.625,30.438000000000002,27.671,0.40356,0.37866,0.37548000000000004,0.33660999999999996
