"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 12, 2018","99.87","106.90","107.99","97.26","206.75K","-6.57%"
"Jun 11, 2018","106.89","106.34","108.46","102.77","165.84K","0.46%"
"Jun 10, 2018","106.40","117.23","117.23","102.70","329.09K","-9.30%"
"Jun 09, 2018","117.31","119.97","121.03","116.85","32.50K","-2.22%"
"Jun 08, 2018","119.97","121.65","122.17","118.33","51.66K","-1.36%"
"Jun 07, 2018","121.63","121.55","123.92","119.42","90.61K","0.07%"
"Jun 06, 2018","121.55","122.39","122.87","118.25","72.71K","-0.69%"
"Jun 05, 2018","122.39","119.89","122.60","115.85","71.08K","2.09%"
"Jun 04, 2018","119.89","125.42","126.93","118.13","68.63K","-4.25%"
"Jun 03, 2018","125.21","123.70","128.28","122.20","132.09K","1.23%"
"Jun 02, 2018","123.69","120.41","124.51","118.70","108.82K","2.73%"
"Jun 01, 2018","120.40","118.31","120.47","116.70","82.63K","1.77%"
"May 31, 2018","118.31","116.98","120.94","116.31","90.76K","0.98%"
"May 30, 2018","117.16","119.52","122.70","114.81","97.35K","-1.97%"
"May 29, 2018","119.51","110.91","122.81","109.48","140.43K","7.76%"
"May 28, 2018","110.90","117.84","118.98","110.16","101.31K","-5.89%"
"May 27, 2018","117.84","118.38","118.94","116.41","52.50K","-0.32%"
"May 26, 2018","118.22","119.04","122.42","117.20","44.20K","-0.69%"
"May 25, 2018","119.04","122.68","124.27","116.61","77.91K","-2.97%"
"May 24, 2018","122.68","118.32","124.45","114.64","119.48K","3.76%"
"May 23, 2018","118.23","127.90","129.29","116.08","136.16K","-7.66%"
"May 22, 2018","128.04","134.17","136.00","127.39","57.13K","-4.53%"
"May 21, 2018","134.12","139.67","140.32","133.71","54.67K","-4.03%"
"May 20, 2018","139.75","135.14","140.82","132.62","59.67K","3.33%"
"May 19, 2018","135.24","136.08","137.76","132.71","45.29K","-0.62%"
"May 18, 2018","136.08","132.43","137.74","128.83","91.85K","2.76%"
"May 17, 2018","132.43","139.17","141.38","131.00","79.37K","-4.84%"
"May 16, 2018","139.17","139.25","141.16","133.92","84.31K","-0.06%"
"May 15, 2018","139.25","147.41","149.73","137.46","141.24K","-5.54%"
"May 14, 2018","147.42","144.24","153.00","134.24","310.76K","2.20%"
"May 13, 2018","144.24","141.63","146.78","136.39","115.51K","1.98%"
"May 12, 2018","141.44","136.41","144.35","130.90","163.64K","3.69%"
"May 11, 2018","136.41","148.06","148.31","133.13","253.74K","-7.92%"
"May 10, 2018","148.14","156.70","160.86","147.47","104.57K","-5.46%"
"May 09, 2018","156.70","159.07","160.10","150.69","128.01K","-1.49%"
"May 08, 2018","159.07","164.30","168.31","157.35","128.37K","-3.18%"
"May 07, 2018","164.30","172.21","172.67","157.61","196.57K","-4.68%"
"May 06, 2018","172.36","178.81","184.67","165.50","224.88K","-3.63%"
"May 05, 2018","178.85","169.33","183.95","168.33","239.26K","5.57%"
"May 04, 2018","169.42","161.55","172.00","157.52","207.36K","4.87%"
"May 03, 2018","161.55","151.73","164.99","150.40","227.74K","6.49%"
"May 02, 2018","151.70","148.16","153.89","146.20","90.35K","2.48%"
"May 01, 2018","148.03","148.07","148.94","142.93","133.09K","-0.03%"
"Apr 30, 2018","148.07","153.46","154.73","146.96","85.18K","-3.51%"
"Apr 29, 2018","153.46","151.99","156.79","147.92","113.78K","0.93%"
"Apr 28, 2018","152.05","145.65","153.59","145.00","110.03K","4.35%"
"Apr 27, 2018","145.71","153.37","153.79","145.20","168.41K","-5.21%"
"Apr 26, 2018","153.72","144.68","154.57","142.03","159.03K","5.77%"
"Apr 25, 2018","145.33","164.68","164.92","142.70","315.10K","-11.81%"
"Apr 24, 2018","164.79","152.54","166.28","152.44","274.86K","7.93%"
"Apr 23, 2018","152.68","146.51","152.68","146.16","138.57K","4.28%"
"Apr 22, 2018","146.41","148.68","151.74","144.72","113.73K","-1.55%"
"Apr 21, 2018","148.71","155.73","156.90","141.00","221.58K","-4.51%"
"Apr 20, 2018","155.73","146.61","156.58","143.40","170.21K","6.44%"
"Apr 19, 2018","146.31","140.26","147.52","138.81","198.03K","4.31%"
"Apr 18, 2018","140.26","132.20","141.59","132.20","160.81K","6.07%"
"Apr 17, 2018","132.23","128.83","140.49","128.59","291.98K","2.74%"
"Apr 16, 2018","128.70","132.66","133.37","125.00","120.83K","-2.99%"
"Apr 15, 2018","132.66","126.36","133.06","126.36","119.89K","4.99%"
"Apr 14, 2018","126.36","125.55","129.74","124.30","98.19K","0.90%"
"Apr 13, 2018","125.23","129.54","133.91","124.01","301.44K","-3.33%"
"Apr 12, 2018","129.54","118.45","130.97","113.12","401.97K","9.46%"
"Apr 11, 2018","118.35","114.19","119.89","112.89","131.60K","3.64%"
"Apr 10, 2018","114.19","114.87","115.22","111.34","84.81K","-0.52%"
"Apr 09, 2018","114.79","117.73","123.02","112.51","174.23K","-2.39%"
"Apr 08, 2018","117.60","115.92","118.50","115.32","104.34K","1.45%"
"Apr 07, 2018","115.92","112.83","119.83","112.45","145.03K","2.74%"
"Apr 06, 2018","112.83","118.48","120.24","111.70","136.56K","-4.74%"
"Apr 05, 2018","118.45","118.18","122.50","113.59","167.51K","0.23%"
"Apr 04, 2018","118.18","134.09","134.61","115.21","329.44K","-11.87%"
"Apr 03, 2018","134.09","119.45","136.57","118.10","197.91K","12.70%"
"Apr 02, 2018","118.98","114.90","121.55","114.11","147.59K","3.55%"
