"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 02, 2018","0.49022","0.46119","0.49577","0.45259","27.76M","6.29%"
"Jul 01, 2018","0.46119","0.46842","0.46971","0.45000","16.29M","-1.45%"
"Jun 30, 2018","0.46799","0.45358","0.48296","0.45358","28.05M","3.18%"
"Jun 29, 2018","0.45358","0.44656","0.46036","0.42407","27.87M","1.57%"
"Jun 28, 2018","0.44656","0.47120","0.47348","0.44327","18.44M","-5.23%"
"Jun 27, 2018","0.47120","0.45217","0.47586","0.44787","22.41M","4.20%"
"Jun 26, 2018","0.45222","0.48054","0.48230","0.45073","15.77M","-5.89%"
"Jun 25, 2018","0.48053","0.47499","0.49199","0.47208","18.21M","1.22%"
"Jun 24, 2018","0.47476","0.48995","0.49640","0.44025","42.88M","-3.10%"
"Jun 23, 2018","0.48995","0.48133","0.49447","0.47345","18.69M","1.79%"
"Jun 22, 2018","0.48133","0.53423","0.53509","0.46911","53.06M","-9.90%"
"Jun 21, 2018","0.53423","0.54006","0.54943","0.53006","11.37M","-1.00%"
"Jun 20, 2018","0.53962","0.54934","0.55061","0.52273","17.86M","-1.75%"
"Jun 19, 2018","0.54921","0.53920","0.56100","0.53475","19.58M","1.87%"
"Jun 18, 2018","0.53912","0.52602","0.55080","0.50769","34.60M","2.72%"
"Jun 17, 2018","0.52485","0.53195","0.54091","0.52120","12.04M","-1.34%"
"Jun 16, 2018","0.53199","0.53344","0.53823","0.51800","24.40M","-0.19%"
"Jun 15, 2018","0.53301","0.55713","0.55937","0.52779","26.31M","-4.33%"
"Jun 14, 2018","0.55713","0.52947","0.56740","0.51917","44.82M","5.22%"
"Jun 13, 2018","0.52947","0.55661","0.56148","0.50409","47.54M","-4.86%"
"Jun 12, 2018","0.55651","0.59823","0.59823","0.54260","33.77M","-6.97%"
"Jun 11, 2018","0.59823","0.58052","0.60066","0.56048","27.81M","3.05%"
"Jun 10, 2018","0.58053","0.65688","0.65688","0.55101","62.43M","-11.62%"
"Jun 09, 2018","0.65687","0.67382","0.68015","0.65633","11.06M","-2.51%"
"Jun 08, 2018","0.67380","0.67771","0.67978","0.65868","17.32M","-0.58%"
"Jun 07, 2018","0.67771","0.67439","0.68878","0.67051","20.82M","0.47%"
"Jun 06, 2018","0.67455","0.67436","0.68140","0.65545","21.87M","0.03%"
"Jun 05, 2018","0.67436","0.65466","0.68498","0.63352","31.23M","2.77%"
"Jun 04, 2018","0.65620","0.68846","0.70502","0.63517","42.88M","-4.68%"
"Jun 03, 2018","0.68845","0.64247","0.68846","0.63820","32.67M","7.06%"
"Jun 02, 2018","0.64306","0.62143","0.65077","0.61428","29.78M","3.48%"
"Jun 01, 2018","0.62144","0.61100","0.62500","0.60480","24.80M","1.69%"
"May 31, 2018","0.61112","0.60042","0.62105","0.58971","29.08M","1.76%"
"May 30, 2018","0.60053","0.60047","0.62801","0.58300","33.76M","0.06%"
"May 29, 2018","0.60019","0.54687","0.60975","0.54403","45.75M","9.69%"
"May 28, 2018","0.54717","0.60407","0.60700","0.54629","47.19M","-9.42%"
"May 27, 2018","0.60407","0.60872","0.61146","0.59744","20.23M","-0.76%"
"May 26, 2018","0.60872","0.60553","0.62623","0.59730","20.13M","0.53%"
"May 25, 2018","0.60553","0.62904","0.63351","0.59319","43.50M","-3.73%"
"May 24, 2018","0.62901","0.59038","0.63763","0.57664","55.02M","6.54%"
"May 23, 2018","0.59041","0.63767","0.64411","0.57490","77.13M","-7.35%"
"May 22, 2018","0.63727","0.67499","0.67682","0.63501","25.85M","-5.59%"
"May 21, 2018","0.67499","0.69896","0.70305","0.66870","21.33M","-3.43%"
"May 20, 2018","0.69896","0.67476","0.70614","0.66817","25.36M","3.51%"
"May 19, 2018","0.67526","0.67653","0.69117","0.66036","23.76M","-0.19%"
"May 18, 2018","0.67653","0.65857","0.68347","0.64573","41.28M","2.73%"
"May 17, 2018","0.65857","0.70758","0.71155","0.64999","33.31M","-6.89%"
"May 16, 2018","0.70728","0.68955","0.70776","0.65853","32.79M","2.57%"
"May 15, 2018","0.68955","0.72500","0.74842","0.68056","39.50M","-5.14%"
"May 14, 2018","0.72695","0.72752","0.75000","0.68716","67.61M","-0.06%"
"May 13, 2018","0.72741","0.68397","0.74746","0.66401","47.78M","6.51%"
"May 12, 2018","0.68293","0.67801","0.70853","0.62857","69.74M","0.81%"
"May 11, 2018","0.67746","0.74809","0.75510","0.64971","132.17M","-9.51%"
"May 10, 2018","0.74864","0.79641","0.80443","0.74652","39.00M","-6.00%"
"May 09, 2018","0.79642","0.80636","0.81787","0.75900","47.82M","-1.15%"
"May 08, 2018","0.80569","0.82623","0.84569","0.79148","34.73M","-2.49%"
"May 07, 2018","0.82623","0.86229","0.86610","0.79780","48.47M","-4.39%"
"May 06, 2018","0.86413","0.90100","0.91849","0.84120","41.99M","-4.09%"
"May 05, 2018","0.90100","0.88953","0.93039","0.88850","41.28M","1.22%"
"May 04, 2018","0.89016","0.88178","0.93216","0.85806","68.51M","0.95%"
"May 03, 2018","0.88178","0.85980","0.89472","0.83889","55.08M","2.56%"
"May 02, 2018","0.85980","0.83354","0.86758","0.82420","33.76M","3.15%"
"May 01, 2018","0.83351","0.83149","0.83929","0.78130","44.41M","0.27%"
"Apr 30, 2018","0.83130","0.86852","0.87586","0.81827","38.89M","-4.29%"
"Apr 29, 2018","0.86852","0.86161","0.91000","0.82385","49.65M","0.80%"
"Apr 28, 2018","0.86161","0.80677","0.88909","0.80151","49.12M","7.03%"
"Apr 27, 2018","0.80503","0.84556","0.86232","0.80270","51.04M","-4.71%"
"Apr 26, 2018","0.84486","0.79282","0.84849","0.76112","74.84M","6.09%"
"Apr 25, 2018","0.79634","0.91937","0.92623","0.51000","145.71M","-13.41%"
"Apr 24, 2018","0.91972","0.87437","0.95620","0.86719","120.30M","5.24%"
"Apr 23, 2018","0.87389","0.86222","0.87389","0.84672","48.85M","1.31%"
"Apr 22, 2018","0.86256","0.86563","0.90500","0.83870","65.78M","-0.35%"
"Apr 21, 2018","0.86561","0.92357","0.92369","0.80899","106.85M","-6.31%"
"Apr 20, 2018","0.92390","0.78361","0.93679","0.78292","158.01M","17.91%"
"Apr 19, 2018","0.78356","0.71300","0.78690","0.70525","58.40M","9.90%"
"Apr 18, 2018","0.71300","0.65471","0.72922","0.65209","63.65M","8.90%"
"Apr 17, 2018","0.65471","0.66364","0.68200","0.65002","39.34M","-1.44%"
"Apr 16, 2018","0.66426","0.69365","0.69504","0.63501","41.42M","-4.24%"
"Apr 15, 2018","0.69365","0.64100","0.69688","0.64100","47.09M","8.38%"
"Apr 14, 2018","0.64000","0.64202","0.67200","0.62159","55.00M","-0.23%"
"Apr 13, 2018","0.64148","0.64166","0.70800","0.61260","132.20M","0.07%"
"Apr 12, 2018","0.64100","0.53946","0.66300","0.50229","139.76M","18.71%"
"Apr 11, 2018","0.53999","0.49105","0.55456","0.48599","41.61M","9.97%"
"Apr 10, 2018","0.49103","0.48595","0.49354","0.47736","14.60M","1.05%"
"Apr 09, 2018","0.48595","0.49752","0.51140","0.47500","33.23M","-2.33%"
"Apr 08, 2018","0.49753","0.48476","0.50226","0.48337","18.12M","2.63%"
"Apr 07, 2018","0.48476","0.47281","0.49603","0.47069","26.46M","2.53%"
"Apr 06, 2018","0.47281","0.48842","0.49379","0.45800","30.17M","-3.20%"
"Apr 05, 2018","0.48842","0.48994","0.49800","0.47382","39.26M","-0.31%"
"Apr 04, 2018","0.48994","0.54670","0.55250","0.48527","49.47M","-10.38%"
"Apr 03, 2018","0.54670","0.49785","0.55400","0.49123","61.50M","11.03%"
"Apr 02, 2018","0.49238","0.47818","0.50369","0.47080","31.99M","2.95%"
"Apr 01, 2018","0.47825","0.49973","0.50701","0.45411","41.52M","-4.39%"
"Mar 31, 2018","0.50019","0.49846","0.52198","0.49217","39.65M","0.35%"
"Mar 30, 2018","0.49846","0.50264","0.52607","0.47012","76.87M","-0.74%"
"Mar 29, 2018","0.50217","0.57265","0.57464","0.49700","65.70M","-12.44%"
"Mar 28, 2018","0.57354","0.56956","0.58898","0.56343","21.80M","0.70%"
"Mar 27, 2018","0.56956","0.58766","0.60160","0.55618","37.78M","-3.07%"
"Mar 26, 2018","0.58759","0.63347","0.63696","0.57500","45.42M","-7.29%"
"Mar 25, 2018","0.63380","0.62768","0.65410","0.62159","22.99M","0.99%"
"Mar 24, 2018","0.62759","0.63975","0.67800","0.62640","34.03M","-1.91%"
"Mar 23, 2018","0.63979","0.65301","0.65339","0.61260","39.28M","-2.02%"
"Mar 22, 2018","0.65301","0.67819","0.69021","0.61948","41.12M","-3.72%"
"Mar 21, 2018","0.67821","0.70016","0.70760","0.66156","46.22M","-2.97%"
"Mar 20, 2018","0.69896","0.71941","0.71941","0.65764","71.51M","-2.96%"
"Mar 19, 2018","0.72030","0.65029","0.72418","0.62652","85.07M","10.84%"
